Part                 Volume:   272.00 mm^3 --> center of "mass": (   1.50,   1.50,   1.00) mm, moments of inetria: ( 8.137,  8.137,  2.629) x10^3 mm^5

Total                Volume:   272.00 mm^3 --> center of "mass": (   1.50,   1.50,   1.00) mm, moments of inetria: ( 8.137,  8.137,  2.629) x10^3 mm^5
